,team,opp,target,spread,team_label,opp_label,home_win_pct_week_minus_one,away_win_pct_week_minus_one,win_pct_week_minus_one,spread_week_minus_one,team_conf_label_week_minus_one,team_conf_week_minus_one,opp_conf_week_minus_one,away_conf_label_week_minus_one,opp_home_win_pct_week_minus_one,opp_away_win_pct_week_minus_one,opp_home_win_pct_one,home_wins_week_minus_one,away_wins_week_minus_one,points_against_week_minus_one,points_for_week_minus_one,total_wins_week_minus_one,total_week_minus_one,home_points_week_minus_one,away_points_week_minus_one,home_win_week_minus_one,away_win_week_minus_one,home_win_pct_week_minus_two,away_win_pct_week_minus_two,win_pct_week_minus_two,spread_week_minus_two,team_conf_label_week_minus_two,team_conf_week_minus_two,opp_conf_week_minus_two,away_conf_label_week_minus_two,opp_home_win_pct_week_minus_two,opp_away_win_pct_week_minus_two,opp_home_win_pct_two,home_wins_week_minus_two,away_wins_week_minus_two,points_against_week_minus_two,points_for_week_minus_two,total_wins_week_minus_two,total_week_minus_two,home_points_week_minus_two,away_points_week_minus_two,home_win_week_minus_two,away_win_week_minus_two,home_win_pct_week_minus_three,away_win_pct_week_minus_three,win_pct_week_minus_three,spread_week_minus_three,team_conf_label_week_minus_three,team_conf_week_minus_three,opp_conf_week_minus_three,away_conf_label_week_minus_three,opp_home_win_pct_week_minus_three,opp_away_win_pct_week_minus_three,opp_home_win_pct_three,home_win_pct_week_minus_four,away_win_pct_week_minus_four,win_pct_week_minus_four,spread_week_minus_four,team_conf_label_week_minus_four,team_conf_week_minus_four,opp_conf_week_minus_four,away_conf_label_week_minus_four,opp_home_win_pct_week_minus_four,opp_away_win_pct_week_minus_four,opp_home_win_pct_four,home_wins_week_minus_four,away_wins_week_minus_four,points_against_week_minus_four,points_for_week_minus_four,total_wins_week_minus_four,total_week_minus_four,home_points_week_minus_four,away_points_week_minus_four,home_win_week_minus_four,away_win_week_minus_four,home_win_pct_week_minus_five,away_win_pct_week_minus_five,win_pct_week_minus_five,spread_week_minus_five,team_conf_label_week_minus_five,team_conf_week_minus_five,opp_conf_week_minus_five,away_conf_label_week_minus_five,home_wins_week_minus_five,away_wins_week_minus_five,points_against_week_minus_five,points_for_week_minus_five,total_wins_week_minus_five,total_week_minus_five,home_points_week_minus_five,away_points_week_minus_five,home_win_week_minus_five,away_win_week_minus_five,opp_home_win_pct_week_minus_five,opp_away_win_pct_week_minus_five,opp_home_win_pct_five
161,Monmouth,Towson,0,-4.0,376,482,0.6666666666666666,0.5,0.5714285714285714,-2.0,23,CAA,CAA,23,0.0,0.0,0.0,2,2.0,207.0,265.0,4,7.0,46.0,48.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.6666666666666666,0.6,7.0,23,CAA,CAA,23,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
162,Montclair State,Christopher Newport,0,-1.0,177,506,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-1.0,41,New Jersey,New Jersey,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
163,Moravian,McDaniel College,1,11.0,361,154,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.6666666666666666,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.0,0.25,44.0,48,Centennial,Centennial,48,0.0,0.0,0.0,1,0.0,150.0,59.0,1,4.0,51.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
164,Morgan State,South Carolina State,1,27.0,538,672,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.5,-3.0,66,MEAC,MEAC,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
165,Morrisville State,Utica,0,-3.0,142,297,1.0,0.75,0.8333333333333334,36.0,50,Empire 8,Empire 8,50,0.0,0.0,0.0,2,3.0,69.0,99.0,5,6.0,36.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0
166,Mount St. Joseph,Bluffton,1,49.0,191,602,0.0,0.0,0.0,0.0,0,,,0,0.0,0.25,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,20.0,62,Heartland,Heartland,62,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
167,Muhlenberg,Franklin & Marshall,1,7.0,389,107,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.0,0.5,39.0,48,Centennial,Centennial,48,0.0,0.0,0.0,2,0.0,125.0,116.0,2,4.0,56.0,17.0,1,0,1.0,0.0,0.3333333333333333,34.0,48,Centennial,Centennial,48,1,0.0,118.0,75.0,1,3.0,41.0,7.0,1,0,0.0,0.0,0.0
168,Murray State,Tennessee State,1,16.0,495,494,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-29.0,35,OVC,OVC,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-14.0,35,OVC,OVC,35,0,0.0,128.0,13.0,0,3.0,21.0,35.0,0,1,0.0,0.0,0.0
169,Muskingum,John Carroll,0,-35.0,611,567,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.5,0.5,6.0,54,Ohio,Ohio,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.5,1.0,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-59.0,54,Ohio,Ohio,54,1,1.0,10.0,68.0,2,2.0,0.0,59.0,0,1,0.0,0.0,0.0
170,NC State,Virginia Tech,1,1.0,359,523,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.8,2.0,6,ACC,ACC,6,0.5,1.0,0.6,0.0,0.0,0.0,0.0,0,,,0,0.5,1.0,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,31.0,6,ACC,FBS Independents,9,2,1.0,37.0,103.0,3,3.0,41.0,10.0,1,0,0.0,0.0,0.0
171,Navy,Temple,1,7.0,133,400,0.3333333333333333,0.3333333333333333,0.3333333333333333,-18.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,1,1.0,145.0,140.0,2,6.0,20.0,38.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.75,1.0,0.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.25,32.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
172,Nebraska,Illinois,0,-17.0,221,6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,14.0,2,Big Ten,Big Ten,2,0.6666666666666666,0.0,0.5,1,0.0,142.0,122.0,1,4.0,35.0,21.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
173,Nebraska-Kearney,Northwest Missouri State,0,-4.0,334,82,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,0.8333333333333334,-23.0,34,Mid America,Mid America,34,0.0,0.0,0.0,2,3.0,99.0,188.0,5,6.0,21.0,44.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0.5,1.0,0.75,18.0,34,Mid America,Mid America,34,0.0,0.0,0.0,1,2.0,61.0,111.0,3,4.0,38.0,20.0,1,0,0.0,1.0,0.6666666666666666,32.0,34,Mid America,Mid America,34,0,2.0,55.0,73.0,2,3.0,38.0,6.0,1,0,1.0,0.0,0.3333333333333333
174,Newberry,Limestone,0,-5.0,260,652,0.0,0.0,0.0,0.0,0,,,0,0.0,0.2,0.14285714285714285,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.6666666666666666,0.8,21.0,20,South Atlantic,South Atlantic,20,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,18.0,20,South Atlantic,South Atlantic,20,1,2.0,51.0,95.0,3,3.0,32.0,14.0,1,0,0.0,0.0,0.0
175,Norfolk State,Howard,0,-28.0,579,588,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.25,0.16666666666666666,-21.0,66,MEAC,MEAC,66,0.0,0.0,0.0,0,1.0,232.0,81.0,1,6.0,7.0,28.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-19.0,66,MEAC,NEC,17,0,0.0,135.0,17.0,0,3.0,26.0,45.0,0,1,0.0,0.0,0.0
176,North Carolina,Pittsburgh,1,18.0,12,51,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.5,1.0,0.75,31.0,6,ACC,ACC,6,0.0,0.0,0.0,1,2.0,158.0,186.0,3,4.0,41.0,10.0,1,0,1.0,1.0,1.0,-13.0,6,ACC,FBS Independents,9,1,2.0,113.0,154.0,3,3.0,32.0,45.0,0,1,0.0,0.0,0.0
177,North Carolina A&T,Campbell,1,7.0,655,28,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.4,38.0,21,Big South,SIAC,60,0.0,0.0,0.0,2,0.0,160.0,101.0,2,5.0,45.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.0,0.25,11.0,21,Big South,Big South,21,0.0,0.0,0.0,1,0.0,147.0,77.0,1,4.0,24.0,13.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
178,North Central,North Park,1,59.0,642,295,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,65.0,58,CCIW,CCIW,58,1.0,0.0,0.6,2,3.0,25.0,297.0,5,5.0,65.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,58,CCIW,CCIW,58,0.0,0.0,0.0,1,2.0,25.0,191.0,3,3.0,33.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.5
179,North Dakota,Abilene Christian,1,3.0,435,89,1.0,0.5,0.6666666666666666,-14.0,15,MVFC,MVFC,15,0.0,0.0,0.0,2,2.0,184.0,173.0,4,6.0,35.0,49.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.25,0.4,1.0,0.3333333333333333,0.5,17.0,15,MVFC,MVFC,15,1.0,0.0,0.25,1,1.0,123.0,90.0,2,4.0,48.0,31.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
180,North Dakota State,Illinois State,1,17.0,224,516,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.6666666666666666,0.8333333333333334,-2.0,15,MVFC,MVFC,15,0.0,0.0,0.0,3,2.0,105.0,219.0,5,6.0,21.0,23.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,1.0,0.5,0.75,13.0,15,MVFC,MVFC,15,0.0,0.0,0.0,2,1.0,65.0,161.0,3,4.0,27.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
181,North Greenville,Valdosta State,0,-21.0,473,56,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,1.0,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-3.0,33,Gulf South,Gulf South,33,0.0,0.0,0.0,1,1.0,208.0,142.0,2,6.0,35.0,38.0,0,1,0.5,0.3333333333333333,0.4,-33.0,33,Gulf South,Gulf South,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,7.0,33,Gulf South,Great Midwest Athletic,18,0,1.0,100.0,63.0,1,3.0,34.0,27.0,1,0,0.5,1.0,0.6666666666666666
182,Northeastern State,Washburn,0,-4.0,498,64,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.16666666666666666,-7.0,34,Mid America,Mid America,34,1.0,0.3333333333333333,0.6666666666666666,1,0.0,221.0,101.0,1,6.0,16.0,23.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,28.0,34,Mid America,Mid America,34,0,0.0,121.0,44.0,0,3.0,38.0,10.0,1,0,1.0,0.5,0.6666666666666666
183,Northern Michigan,Ferris State,0,-36.0,58,68,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.5,0.6,-3.0,14,GLIAC,GLIAC,14,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333,28.0,14,GLIAC,Independent DII,19,1,0.0,72.0,58.0,1,3.0,42.0,14.0,1,0,0.0,0.0,0.0
184,Northern State,Minnesota St-Moorhead,1,28.0,50,32,1.0,0.25,0.5714285714285714,29.0,22,Northern Sun,Northern Sun,22,0.25,0.0,0.14285714285714285,3,1.0,114.0,178.0,4,7.0,49.0,20.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.4,21.0,22,Northern Sun,Northern Sun,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666
185,Northwestern (MN),Minnesota-Morris,1,7.0,315,296,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,6.0,64,Upper Midwest,Upper Midwest,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-49.0,64,Upper Midwest,Michigan,25,0,0.0,114.0,56.0,0,3.0,7.0,56.0,0,1,0.0,0.0,0.0
186,Ohio Wesleyan,Oberlin,1,77.0,128,357,0.5,0.5,0.5,-1.0,52,North Coast,North Coast,52,0.0,0.0,0.0,1,2.0,135.0,175.0,3,6.0,21.0,22.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.75,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.6666666666666666,0.5,34.0,52,North Coast,North Coast,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
187,Oklahoma Baptist,Southern Arkansas,0,-32.0,54,52,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.16666666666666666,-14.0,31,Great American,Great American,31,0.6666666666666666,0.3333333333333333,0.5,0,1.0,215.0,147.0,1,6.0,20.0,34.0,0,1,0.0,0.3333333333333333,0.2,-21.0,31,Great American,Great American,31,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,-7.0,31,Great American,Great American,31,0,1.0,105.0,80.0,1,3.0,31.0,38.0,0,1,0.0,0.0,0.0
188,Olivet College,Alma College,0,-14.0,194,455,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.25,0.42857142857142855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-2.0,25,Michigan,Michigan,25,0.0,0.0,0.0,3,2.0,97.0,224.0,5,5.0,37.0,39.0,0,1,1.0,1.0,1.0,24.0,25,Michigan,Michigan,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
189,Otterbein,Mount Union,0,-59.0,356,193,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.5,0.25,7.0,54,Ohio,Ohio,54,0.0,0.3333333333333333,0.25,0,1.0,106.0,64.0,1,4.0,35.0,28.0,1,0,0.0,0.5,0.3333333333333333,-17.0,54,Ohio,Ohio,54,0,1.0,79.0,54.0,1,3.0,10.0,27.0,0,1,1.0,1.0,1.0
190,Ouachita Baptist,East Central,1,10.0,474,53,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,34.0,31,Great American,Great American,31,0.0,0.3333333333333333,0.16666666666666666,3,3.0,90.0,282.0,6,6.0,41.0,7.0,1,0,1.0,1.0,1.0,39.0,31,Great American,Great American,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,8.0,31,Great American,Great American,31,1,2.0,46.0,150.0,3,3.0,21.0,13.0,1,0,0.0,0.0,0.0
191,Pace,St. Anselm,1,3.0,49,62,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.3333333333333333,0.5,11.0,11,Northeast 10,Northeast 10,11,0.0,0.0,0.0,2,1.0,131.0,144.0,3,6.0,45.0,34.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.5,0.6,0.5,0.5,0.5,39.0,11,Northeast 10,Independent DII,19,0.0,0.0,0.0,1,1.0,90.0,92.0,2,4.0,45.0,6.0,1,0,1.0,0.5,0.6666666666666666,-12.0,11,Northeast 10,Northeast 10,11,1,1.0,64.0,78.0,2,3.0,14.0,26.0,0,1,0.0,0.0,0.0
192,Pacific Lutheran,Willamette,1,53.0,646,218,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.6666666666666666,0.6,21.0,67,Northwest,Northwest,67,0.5,0.5,0.5,1,2.0,91.0,124.0,3,5.0,28.0,7.0,1,0,0.0,0.6666666666666666,0.5,26.0,67,Northwest,Northwest,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
193,Penn State,Ohio State,0,-13.0,345,304,1.0,0.6666666666666666,0.8333333333333334,28.0,2,Big Ten,Big Ten,2,0.0,0.0,0.0,3,2.0,115.0,189.0,5,6.0,45.0,17.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.4,1.0,1.0,1.0,10.0,2,Big Ten,Big Ten,2,0.0,0.0,0.0,2,2.0,67.0,155.0,4,4.0,17.0,7.0,1,0,1.0,1.0,1.0,19.0,2,Big Ten,Mid-American,13,1,2.0,53.0,122.0,3,3.0,33.0,14.0,1,0,0.0,0.0,0.0
194,Plymouth State,Westfield State,1,9.0,143,108,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.8333333333333334,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-7.0,45,MSCAC,MSCAC,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
195,Post University,Franklin Pierce,0,-23.0,171,181,0.0,0.0,0.0,-4.0,19,Independent DII,Northeast 10,11,0.0,0.0,0.0,0,0.0,314.0,80.0,0,6.0,20.0,24.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
196,Prairie View,Bethune-Cookman,1,10.0,269,434,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.6666666666666666,0.6,-32.0,7,SWAC,SWAC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
